id,nama_kost,alamat,lokasi_jabodetabek,harga,AC,Kasur,Lemari,WiFi,"Wc duduk","Kamar mandi dalam",Listrik,"Luas kamar",gender,deskripsi
4154,"Kost Nyaman Abadi","Jln. Basmol Raya No. 397, Bogor Selatan, Bogor","Bogor Selatan, Bogor",2000000,0,1,0,0,0,0,1,"14 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Listrik, Kasur di Bogor Selatan, Bogor"
4155,"Kost Bahagia Selaras","Ki. HOS. Cjokroaminoto (Pasirkaliki) No. 125, Bogor Utara, Bogor","Bogor Utara, Bogor",1250000,0,1,0,0,0,0,1,"24 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Listrik, Kasur, Dapur Bersama di Bogor Utara, Bogor"
4156,"Kost Griya Jaya","Jr. Supomo No. 747, Tangerang Kota, Tangerang","Tangerang Kota, Tangerang",1400000,1,1,1,0,0,0,0,"13 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Lemari, Dapur Bersama, AC, Kasur di Tangerang Kota, Tangerang"
4157,"Kost Damai Barokah","Kpg. Baya Kali Bungur No. 490, Bekasi Barat, Bekasi","Bekasi Barat, Bekasi",750000,1,1,0,0,0,1,0,"28 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas AC, Kasur, Kamar Mandi Dalam, Luas kamar di Bekasi Barat, Bekasi"
4158,"Kost Indah Jaya","Ds. Agus Salim No. 397, Bogor Tengah, Bogor","Bogor Tengah, Bogor",1700000,0,1,0,0,1,0,0,"30 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Wc duduk, Kasur, Luas kamar di Bogor Tengah, Bogor"
4159,"Kost Harmoni Abadi","Ds. Cikutra Timur No. 33, Bekasi Selatan, Bekasi","Bekasi Selatan, Bekasi",1500000,0,0,1,1,0,1,0,"15 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Kamar Mandi Dalam, Luas kamar, WiFi, Lemari di Bekasi Selatan, Bekasi"
4160,"Kost Indah Makmur","Ds. Flores No. 416, Jakarta Pusat, Jakarta","Jakarta Pusat, Jakarta",1700000,1,0,0,1,0,0,1,"13 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Listrik, Dapur Bersama, WiFi, AC di Jakarta Pusat, Jakarta"
4161,"Kost Indah Abadi","Psr. Sunaryo No. 330, Tangerang Utara, Tangerang","Tangerang Utara, Tangerang",1500000,0,1,1,0,0,0,0,"24 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Lemari, Kasur di Tangerang Utara, Tangerang"
4162,"Kost Asri Asri","Ds. Gatot Subroto No. 37, Bogor Utara, Bogor","Bogor Utara, Bogor",1900000,1,0,1,1,0,0,0,"28 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas AC, Luas kamar, Lemari, WiFi di Bogor Utara, Bogor"
4163,"Kost Indah Jaya","Ds. Samanhudi No. 986, Jakarta Utara, Jakarta","Jakarta Utara, Jakarta",1550000,0,0,0,1,0,0,1,"29 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Dapur Bersama, WiFi, Listrik di Jakarta Utara, Jakarta"
4164,"Kost Damai Barokah","Gg. Madiun No. 572, Tangerang Kota, Tangerang","Tangerang Kota, Tangerang",1100000,1,0,0,0,1,0,1,"28 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Dapur Bersama, Wc duduk, Listrik, AC di Tangerang Kota, Tangerang"
4165,"Kost Griya Lestari","Gg. Ketandan No. 42, Bekasi Selatan, Bekasi","Bekasi Selatan, Bekasi",600000,0,1,0,1,0,0,1,"25 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas WiFi, Kasur, Listrik di Bekasi Selatan, Bekasi"
4166,"Kost Sejahtera Utama","Psr. Tangkuban Perahu No. 391, Bekasi Barat, Bekasi","Bekasi Barat, Bekasi",1300000,0,0,0,1,0,0,1,"10 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas WiFi, Listrik di Bekasi Barat, Bekasi"
4167,"Kost Asri Abadi","Dk. Bacang No. 998, Bekasi Barat, Bekasi","Bekasi Barat, Bekasi",1550000,0,1,1,0,1,0,0,"11 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Kasur, Lemari, Wc duduk di Bekasi Barat, Bekasi"
4168,"Kost Wisma Utama","Dk. Wahidin Sudirohusodo No. 705, Bekasi Timur, Bekasi","Bekasi Timur, Bekasi",1200000,0,0,1,0,0,0,1,"27 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Listrik, Lemari, Luas kamar di Bekasi Timur, Bekasi"
4169,"Kost Sejahtera Barokah","Ds. Siliwangi No. 820, Jakarta Pusat, Jakarta","Jakarta Pusat, Jakarta",1550000,0,0,1,1,0,0,1,"27 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Listrik, WiFi, Lemari di Jakarta Pusat, Jakarta"
4170,"Kost Indah Baru","Dk. Jaksa No. 766, Bekasi Barat, Bekasi","Bekasi Barat, Bekasi",500000,0,0,1,1,1,0,1,"19 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Lemari, Wc duduk, WiFi, Listrik di Bekasi Barat, Bekasi"
4171,"Kost Wisma Lestari","Gg. Aceh No. 46, Bekasi Timur, Bekasi","Bekasi Timur, Bekasi",800000,0,0,0,0,1,0,1,"19 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Listrik, Dapur Bersama, Wc duduk di Bekasi Timur, Bekasi"
4172,"Kost Asri Utama","Kpg. Zamrud No. 195, Bekasi Barat, Bekasi","Bekasi Barat, Bekasi",1250000,0,0,1,1,0,0,1,"24 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Luas kamar, Listrik, Lemari, WiFi di Bekasi Barat, Bekasi"
4173,"Kost Griya Asri","Kpg. Merdeka No. 427, Bogor Utara, Bogor","Bogor Utara, Bogor",800000,1,0,0,0,0,1,1,"24 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kamar Mandi Dalam, AC, Dapur Bersama, Listrik di Bogor Utara, Bogor"
4174,"Kost Bahagia Asri","Dk. Baja Raya No. 814, Bogor Barat, Bogor","Bogor Barat, Bogor",750000,1,0,0,1,0,0,0,"28 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas AC, WiFi di Bogor Barat, Bogor"
4175,"Kost Indah Indah","Ki. Gajah No. 695, Bogor Selatan, Bogor","Bogor Selatan, Bogor",1100000,0,0,0,1,1,0,1,"13 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Listrik, Wc duduk, WiFi di Bogor Selatan, Bogor"
4176,"Kost Sejahtera Utama","Gg. Kalimalang No. 384, Bekasi Timur, Bekasi","Bekasi Timur, Bekasi",1300000,1,0,0,0,1,0,0,"24 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Dapur Bersama, Wc duduk, AC di Bekasi Timur, Bekasi"
4177,"Kost Bahagia Indah","Ds. Sutarjo No. 196, Bekasi Selatan, Bekasi","Bekasi Selatan, Bekasi",800000,0,1,1,0,0,0,0,"18 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Kasur, Lemari di Bekasi Selatan, Bekasi"
4178,"Kost Griya Abadi","Dk. Fajar No. 653, Bogor Utara, Bogor","Bogor Utara, Bogor",700000,0,1,0,0,1,0,0,"17 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Wc duduk, Luas kamar, Kasur, Dapur Bersama di Bogor Utara, Bogor"
4179,"Kost Sejahtera Baru","Jr. Bagas Pati No. 63, Jakarta Pusat, Jakarta","Jakarta Pusat, Jakarta",1600000,0,1,0,0,1,0,1,"12 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Dapur Bersama, Kasur, Wc duduk, Listrik di Jakarta Pusat, Jakarta"
4180,"Kost Nyaman Utama","Ds. Moch. Yamin No. 966, Tangerang Selatan, Tangerang","Tangerang Selatan, Tangerang",1600000,0,1,0,0,0,1,0,"24 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Kamar Mandi Dalam, Kasur di Tangerang Selatan, Tangerang"
4181,"Kost Asri Selaras","Ds. Agus Salim No. 131, Jakarta Selatan, Jakarta","Jakarta Selatan, Jakarta",1500000,1,0,0,0,0,0,1,"17 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Dapur Bersama, Listrik, AC di Jakarta Selatan, Jakarta"
4182,"Kost Bahagia Makmur","Dk. Sutoyo No. 433, Sukmajaya, Depok","Sukmajaya, Depok",1700000,0,0,1,0,1,0,0,"17 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Wc duduk, Lemari di Sukmajaya, Depok"
4183,"Kost Damai Jaya","Psr. Nangka No. 294, Jakarta Selatan, Jakarta","Jakarta Selatan, Jakarta",900000,0,0,1,0,0,1,1,"14 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Dapur Bersama, Lemari, Listrik, Kamar Mandi Dalam di Jakarta Selatan, Jakarta"
4184,"Kost Harmoni Barokah","Psr. Cihampelas No. 312, Tangerang Utara, Tangerang","Tangerang Utara, Tangerang",1000000,1,0,0,0,0,0,0,"13 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Dapur Bersama, AC di Tangerang Utara, Tangerang"
4185,"Kost Harmoni Lestari","Kpg. S. Parman No. 931, Sukmajaya, Depok","Sukmajaya, Depok",1500000,1,1,0,0,0,1,0,"12 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kamar Mandi Dalam, Dapur Bersama, Kasur, AC di Sukmajaya, Depok"
4186,"Kost Nyaman Indah","Gg. Tentara Pelajar No. 718, Tangerang Utara, Tangerang","Tangerang Utara, Tangerang",1500000,0,1,0,1,0,0,1,"13 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas WiFi, Listrik, Kasur di Tangerang Utara, Tangerang"
4187,"Kost Nyaman Asri","Ds. Tambak No. 931, Tangerang Kota, Tangerang","Tangerang Kota, Tangerang",800000,1,1,1,0,0,1,0,"10 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas AC, Kasur, Kamar Mandi Dalam, Lemari di Tangerang Kota, Tangerang"
4188,"Kost Griya Abadi","Jln. Ciwastra No. 960, Tangerang Utara, Tangerang","Tangerang Utara, Tangerang",1900000,0,0,1,0,0,1,0,"10 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kamar Mandi Dalam, Dapur Bersama, Lemari di Tangerang Utara, Tangerang"
4189,"Kost Griya Lestari","Dk. Jayawijaya No. 40, Jakarta Timur, Jakarta","Jakarta Timur, Jakarta",1600000,0,0,0,0,0,1,0,"20 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kamar Mandi Dalam, Dapur Bersama di Jakarta Timur, Jakarta"
4190,"Kost Damai Indah","Jln. Gading No. 344, Bekasi Timur, Bekasi","Bekasi Timur, Bekasi",1000000,1,1,0,0,0,0,0,"22 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas AC, Dapur Bersama, Kasur di Bekasi Timur, Bekasi"
4191,"Kost Damai Baru","Jr. Suharso No. 982, Bekasi Utara, Bekasi","Bekasi Utara, Bekasi",1000000,0,1,0,0,0,1,0,"11 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Kasur, Kamar Mandi Dalam, Dapur Bersama di Bekasi Utara, Bekasi"
4192,"Kost Harmoni Makmur","Psr. Bakau No. 244, Tangerang Selatan, Tangerang","Tangerang Selatan, Tangerang",700000,0,0,0,1,1,0,0,"30 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas WiFi, Wc duduk, Dapur Bersama di Tangerang Selatan, Tangerang"
4193,"Kost Griya Lestari","Jr. Sumpah Pemuda No. 960, Jakarta Utara, Jakarta","Jakarta Utara, Jakarta",750000,1,0,0,0,1,0,0,"17 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas AC, Wc duduk di Jakarta Utara, Jakarta"
4194,"Kost Bahagia Lestari","Gg. Moch. Toha No. 582, Tangerang Utara, Tangerang","Tangerang Utara, Tangerang",1100000,0,0,0,1,0,1,0,"29 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas WiFi, Kamar Mandi Dalam, Dapur Bersama di Tangerang Utara, Tangerang"
4195,"Kost Sentosa Lestari","Kpg. Wahidin Sudirohusodo No. 279, Jakarta Utara, Jakarta","Jakarta Utara, Jakarta",1500000,0,0,0,0,0,1,0,"23 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Dapur Bersama, Kamar Mandi Dalam di Jakarta Utara, Jakarta"
4196,"Kost Griya Baru","Jln. Bayam No. 41, Bogor Barat, Bogor","Bogor Barat, Bogor",700000,0,0,0,1,0,1,0,"18 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kamar Mandi Dalam, WiFi, Dapur Bersama di Bogor Barat, Bogor"
4197,"Kost Griya Indah","Dk. Sadang Serang No. 336, Bogor Utara, Bogor","Bogor Utara, Bogor",600000,1,0,0,1,0,1,0,"23 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas AC, WiFi, Kamar Mandi Dalam di Bogor Utara, Bogor"
4198,"Kost Wisma Baru","Gg. Ters. Jakarta No. 860, Tangerang Kota, Tangerang","Tangerang Kota, Tangerang",800000,0,0,1,0,0,1,0,"16 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Dapur Bersama, Luas kamar, Lemari, Kamar Mandi Dalam di Tangerang Kota, Tangerang"
4199,"Kost Indah Makmur","Jr. Umalas No. 339, Bekasi Timur, Bekasi","Bekasi Timur, Bekasi",1600000,0,0,1,0,1,0,0,"23 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Luas kamar, Wc duduk, Dapur Bersama, Lemari di Bekasi Timur, Bekasi"
4200,"Kost Indah Utama","Psr. Daan No. 453, Limo, Depok","Limo, Depok",800000,0,0,0,1,0,0,1,"23 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Luas kamar, WiFi, Listrik di Limo, Depok"
4201,"Kost Asri Indah","Gg. Barasak No. 673, Bogor Barat, Bogor","Bogor Barat, Bogor",2000000,1,0,0,1,1,1,0,"21 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas AC, Kamar Mandi Dalam, Wc duduk, WiFi di Bogor Barat, Bogor"
4202,"Kost Nyaman Makmur","Psr. Kalimantan No. 52, Bogor Barat, Bogor","Bogor Barat, Bogor",1800000,0,0,0,0,1,0,0,"24 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Dapur Bersama, Luas kamar, Wc duduk di Bogor Barat, Bogor"
4203,"Kost Indah Jaya","Psr. Ikan No. 743, Bogor Timur, Bogor","Bogor Timur, Bogor",1100000,0,0,1,1,0,0,0,"13 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas WiFi, Lemari, Luas kamar di Bogor Timur, Bogor"
4204,"Kost Indah Makmur","Ki. Cokroaminoto No. 34, Bekasi Timur, Bekasi","Bekasi Timur, Bekasi",1600000,0,0,1,0,0,1,1,"20 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Dapur Bersama, Lemari, Listrik, Kamar Mandi Dalam di Bekasi Timur, Bekasi"
4205,"Kost Asri Makmur","Dk. Haji No. 259, Jakarta Barat, Jakarta","Jakarta Barat, Jakarta",1250000,1,0,1,1,0,0,0,"13 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas AC, WiFi, Lemari di Jakarta Barat, Jakarta"
4206,"Kost Harmoni Utama","Jr. Basuki No. 227, Bekasi Selatan, Bekasi","Bekasi Selatan, Bekasi",1250000,0,0,1,1,0,0,0,"29 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Lemari, WiFi di Bekasi Selatan, Bekasi"
4207,"Kost Wisma Abadi","Kpg. Ekonomi No. 917, Jakarta Pusat, Jakarta","Jakarta Pusat, Jakarta",1700000,0,0,1,0,1,0,1,"25 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Wc duduk, Listrik, Lemari di Jakarta Pusat, Jakarta"
4208,"Kost Sentosa Utama","Gg. Sadang Serang No. 582, Jakarta Selatan, Jakarta","Jakarta Selatan, Jakarta",700000,1,0,0,1,0,1,0,"24 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas WiFi, AC, Kamar Mandi Dalam di Jakarta Selatan, Jakarta"
4209,"Kost Nyaman Lestari","Kpg. Baan No. 556, Jakarta Pusat, Jakarta","Jakarta Pusat, Jakarta",1400000,1,0,1,0,0,0,1,"11 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Lemari, Dapur Bersama, Listrik, AC di Jakarta Pusat, Jakarta"
4210,"Kost Wisma Utama","Jr. Flores No. 148, Bekasi Barat, Bekasi","Bekasi Barat, Bekasi",1200000,0,1,0,1,1,1,0,"23 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Wc duduk, WiFi, Kamar Mandi Dalam, Kasur di Bekasi Barat, Bekasi"
4211,"Kost Damai Asri","Kpg. Suryo No. 183, Pancoran Mas, Depok","Pancoran Mas, Depok",1100000,0,0,1,1,0,0,0,"13 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Lemari, WiFi di Pancoran Mas, Depok"
4212,"Kost Wisma Selaras","Gg. Diponegoro No. 889, Jakarta Barat, Jakarta","Jakarta Barat, Jakarta",1600000,0,1,0,0,0,0,1,"23 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Kasur, Listrik di Jakarta Barat, Jakarta"
4213,"Kost Wisma Selaras","Ds. Kebangkitan Nasional No. 866, Bogor Utara, Bogor","Bogor Utara, Bogor",1700000,1,1,1,0,1,0,0,"15 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Lemari, Wc duduk, Kasur, AC di Bogor Utara, Bogor"
4214,"Kost Asri Asri","Jln. Bakhita No. 811, Tangerang Selatan, Tangerang","Tangerang Selatan, Tangerang",1700000,0,0,1,0,0,1,1,"25 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Luas kamar, Kamar Mandi Dalam, Lemari, Listrik di Tangerang Selatan, Tangerang"
4215,"Kost Griya Jaya","Jln. K.H. Maskur No. 226, Tangerang Selatan, Tangerang","Tangerang Selatan, Tangerang",1600000,0,0,0,1,1,0,0,"28 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas WiFi, Wc duduk di Tangerang Selatan, Tangerang"
4216,"Kost Indah Utama","Kpg. Bhayangkara No. 598, Bekasi Selatan, Bekasi","Bekasi Selatan, Bekasi",1300000,0,0,1,0,0,0,0,"27 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Lemari, Luas kamar di Bekasi Selatan, Bekasi"
4217,"Kost Indah Makmur","Ds. Ters. Pasir Koja No. 406, Beji, Depok","Beji, Depok",500000,1,0,1,0,0,0,0,"19 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Lemari, AC, Luas kamar di Beji, Depok"
4218,"Kost Indah Indah","Ki. Moch. Toha No. 726, Bekasi Barat, Bekasi","Bekasi Barat, Bekasi",600000,0,0,0,0,0,1,1,"20 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kamar Mandi Dalam, Listrik di Bekasi Barat, Bekasi"
4219,"Kost Sejahtera Jaya","Ds. Flores No. 541, Tangerang Selatan, Tangerang","Tangerang Selatan, Tangerang",2000000,0,0,1,0,1,0,0,"13 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Dapur Bersama, Lemari, Wc duduk di Tangerang Selatan, Tangerang"
4220,"Kost Indah Jaya","Psr. Agus Salim No. 29, Cimanggis, Depok","Cimanggis, Depok",2000000,0,0,0,1,0,1,0,"25 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Dapur Bersama, Luas kamar, WiFi, Kamar Mandi Dalam di Cimanggis, Depok"
4221,"Kost Asri Asri","Ki. Achmad Yani No. 430, Sukmajaya, Depok","Sukmajaya, Depok",1550000,1,1,0,0,0,0,0,"21 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas AC, Kasur di Sukmajaya, Depok"
4222,"Kost Indah Baru","Ds. Bak Air No. 81, Bogor Barat, Bogor","Bogor Barat, Bogor",1250000,1,0,0,0,1,1,0,"28 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kamar Mandi Dalam, Wc duduk, Luas kamar, AC di Bogor Barat, Bogor"
4223,"Kost Wisma Indah","Jln. Uluwatu No. 451, Jakarta Timur, Jakarta","Jakarta Timur, Jakarta",1000000,0,1,0,0,0,0,1,"19 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Listrik, Kasur, Dapur Bersama di Jakarta Timur, Jakarta"
4224,"Kost Asri Barokah","Ds. Ki Hajar Dewantara No. 267, Tangerang Utara, Tangerang","Tangerang Utara, Tangerang",900000,1,1,0,0,1,0,1,"30 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas AC, Listrik, Kasur, Wc duduk di Tangerang Utara, Tangerang"
4225,"Kost Bahagia Indah","Gg. Nanas No. 245, Jakarta Barat, Jakarta","Jakarta Barat, Jakarta",1700000,1,0,0,0,1,0,0,"27 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Wc duduk, AC di Jakarta Barat, Jakarta"
4226,"Kost Wisma Utama","Gg. Kalimalang No. 804, Bogor Tengah, Bogor","Bogor Tengah, Bogor",1200000,1,0,0,0,1,1,1,"10 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas AC, Wc duduk, Listrik, Kamar Mandi Dalam di Bogor Tengah, Bogor"
4227,"Kost Wisma Indah","Psr. Bah Jaya No. 533, Bogor Selatan, Bogor","Bogor Selatan, Bogor",750000,0,1,0,0,1,1,0,"24 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Wc duduk, Luas kamar, Kasur, Kamar Mandi Dalam di Bogor Selatan, Bogor"
4228,"Kost Sejahtera Barokah","Dk. Baranang Siang Indah No. 55, Beji, Depok","Beji, Depok",1800000,1,0,1,1,0,0,0,"13 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas WiFi, Lemari, AC di Beji, Depok"
4229,"Kost Asri Asri","Gg. Raya Ujungberung No. 763, Jakarta Pusat, Jakarta","Jakarta Pusat, Jakarta",750000,1,1,1,0,0,0,1,"22 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Listrik, Kasur, AC, Lemari di Jakarta Pusat, Jakarta"
4230,"Kost Bahagia Abadi","Psr. Babadak No. 350, Tangerang Kota, Tangerang","Tangerang Kota, Tangerang",1000000,0,0,1,0,1,0,1,"14 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Lemari, Wc duduk, Listrik di Tangerang Kota, Tangerang"
4231,"Kost Wisma Barokah","Dk. Sutarto No. 518, Tangerang Utara, Tangerang","Tangerang Utara, Tangerang",1000000,1,1,0,0,0,1,0,"17 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas AC, Kamar Mandi Dalam, Kasur, Dapur Bersama di Tangerang Utara, Tangerang"
4232,"Kost Bahagia Barokah","Gg. Tangkuban Perahu No. 955, Tangerang Kota, Tangerang","Tangerang Kota, Tangerang",1300000,0,0,1,1,0,0,0,"22 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Luas kamar, WiFi, Lemari di Tangerang Kota, Tangerang"
4233,"Kost Nyaman Asri","Ki. Baja Raya No. 847, Tangerang Kota, Tangerang","Tangerang Kota, Tangerang",1500000,0,0,0,1,0,0,0,"11 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas WiFi, Luas kamar di Tangerang Kota, Tangerang"
4234,"Kost Sentosa Indah","Kpg. Rumah Sakit No. 120, Bogor Utara, Bogor","Bogor Utara, Bogor",1000000,1,0,0,0,0,0,1,"22 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas AC, Luas kamar, Listrik di Bogor Utara, Bogor"
4235,"Kost Damai Jaya","Gg. Sudirman No. 975, Limo, Depok","Limo, Depok",1300000,0,1,0,0,0,0,0,"12 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Kasur, Luas kamar di Limo, Depok"
4236,"Kost Sentosa Abadi","Ki. Pasirkoja No. 795, Jakarta Pusat, Jakarta","Jakarta Pusat, Jakarta",2000000,0,1,0,0,1,0,0,"23 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Kasur, Wc duduk di Jakarta Pusat, Jakarta"
4237,"Kost Indah Abadi","Kpg. Umalas No. 637, Tangerang Utara, Tangerang","Tangerang Utara, Tangerang",1600000,0,0,0,0,0,0,0,"13 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Dapur Bersama, Luas kamar di Tangerang Utara, Tangerang"
4238,"Kost Asri Utama","Jln. Suharso No. 177, Bekasi Selatan, Bekasi","Bekasi Selatan, Bekasi",1700000,1,1,1,0,0,0,0,"13 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Lemari, Kasur, Luas kamar, AC di Bekasi Selatan, Bekasi"
4239,"Kost Harmoni Abadi","Dk. Nakula No. 612, Jakarta Timur, Jakarta","Jakarta Timur, Jakarta",1500000,0,0,1,0,1,0,1,"10 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Lemari, Wc duduk, Listrik di Jakarta Timur, Jakarta"
4240,"Kost Bahagia Utama","Jr. Sunaryo No. 10, Bogor Timur, Bogor","Bogor Timur, Bogor",1550000,0,1,0,0,0,1,1,"22 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Kasur, Kamar Mandi Dalam, Listrik di Bogor Timur, Bogor"
4241,"Kost Damai Jaya","Jln. Sunaryo No. 983, Bogor Selatan, Bogor","Bogor Selatan, Bogor",1600000,0,0,1,1,0,0,0,"29 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Lemari, WiFi, Luas kamar di Bogor Selatan, Bogor"
4242,"Kost Indah Barokah","Jr. Abdul. Muis No. 355, Limo, Depok","Limo, Depok",900000,0,1,0,1,0,0,0,"10 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas WiFi, Dapur Bersama, Luas kamar, Kasur di Limo, Depok"
4243,"Kost Asri Utama","Ds. Sugiyopranoto No. 948, Bogor Utara, Bogor","Bogor Utara, Bogor",750000,0,0,0,0,1,0,0,"20 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Luas kamar, Wc duduk di Bogor Utara, Bogor"
4244,"Kost Asri Asri","Dk. Imam No. 361, Jakarta Barat, Jakarta","Jakarta Barat, Jakarta",1550000,0,1,0,0,1,1,0,"23 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Wc duduk, Kasur, Kamar Mandi Dalam di Jakarta Barat, Jakarta"
4245,"Kost Damai Asri","Jr. B.Agam 1 No. 739, Tangerang Utara, Tangerang","Tangerang Utara, Tangerang",800000,1,1,0,0,0,1,0,"24 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas AC, Kasur, Kamar Mandi Dalam di Tangerang Utara, Tangerang"
4246,"Kost Bahagia Makmur","Jln. Taman No. 594, Tangerang Utara, Tangerang","Tangerang Utara, Tangerang",900000,0,0,0,0,0,0,1,"29 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Luas kamar, Listrik di Tangerang Utara, Tangerang"
4247,"Kost Bahagia Barokah","Jln. Jamika No. 976, Bogor Selatan, Bogor","Bogor Selatan, Bogor",1200000,0,0,0,0,0,1,0,"30 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Kamar Mandi Dalam, Luas kamar di Bogor Selatan, Bogor"
4248,"Kost Damai Makmur","Dk. Acordion No. 322, Beji, Depok","Beji, Depok",900000,0,0,0,1,1,1,0,"15 m2",Laki-laki,"Kost untuk Laki-laki dengan fasilitas Wc duduk, Kamar Mandi Dalam, WiFi di Beji, Depok"
4249,"Kost Wisma Utama","Kpg. K.H. Maskur No. 238, Sukmajaya, Depok","Sukmajaya, Depok",1500000,0,0,0,0,0,1,0,"11 m2",Perempuan,"Kost untuk Perempuan dengan fasilitas Luas kamar, Kamar Mandi Dalam di Sukmajaya, Depok"
